genome	kingdom	phylum	class	order	family	genus	species
1262813.PRJEB905	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07633
1262815.PRJEB909	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_03616
1262816.PRJEB911	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07634
1262817.PRJEB918	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07635
1262818.PRJEB922	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07636
1262819.PRJEB930	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07637
1262820.PRJEB936	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_03617
1262821.PRJEB937	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07638
1262822.PRJEB940	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07639
1262824.PRJEB943	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07640
1262825.PRJEB948	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07641
1262826.PRJEB950	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07642
1262827.PRJEB957	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07643
1262829.PRJEB964	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07644
1262830.PRJEB967	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07645
1262831.PRJEB977	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07646
1262832.PRJEB981	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07647
1262833.PRJEB985	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07648
1262837.PRJEB999	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07649
1262838.PRJEB1000	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07650
1262839.PRJEB1004	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07651
1262840.PRJEB1010	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07652
1262841.PRJEB1011	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07653
1262846.PRJEB1033	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07654
1262847.PRJEB1035	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07655
1262848.PRJEB1042	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07656
1262849.PRJEB1043	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_07657
1262855.PRJEB956	2 Bacteria	1239 Firmicutes	526524 Erysipelotrichia	526525 Erysipelotrichales	128827 Erysipelotrichaceae	100883 Coprobacillus	specI_v3_07658
1262857.PRJEB1018	2 Bacteria	1239 Firmicutes	526524 Erysipelotrichia	526525 Erysipelotrichales	128827 Erysipelotrichaceae	100883 Coprobacillus	specI_v3_07660
1262863.PRJEB1005	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	33042 Coprococcus	specI_v3_07661
1262865.PRJEB825	2 Bacteria	74201 Verrucomicrobia	414999 Opitutae	415001 Puniceicoccales	415002 Puniceicoccaceae	442430 Coraliomargarita	specI_v3_07662
1262867.PRJEB719	2 Bacteria	1224 Proteobacteria	28221 Deltaproteobacteria	29 Myxococcales	31 Myxococcaceae	83461 Corallococcus	specI_v3_07663
1262868.PRJEB837	2 Bacteria	201174 Actinobacteria	84998 Coriobacteriia	1643822 Eggerthellales	1643826 Eggerthellaceae	84162 Cryptobacterium	specI_v3_07664
1262869.PRJEB849	2 Bacteria	1239 Firmicutes	909932 Negativicutes	1843489 Veillonellales	31977 Veillonellaceae	39948 Dialister	specI_v3_07665
1262870.PRJEB902	2 Bacteria	1239 Firmicutes	909932 Negativicutes	1843489 Veillonellales	31977 Veillonellaceae	39948 Dialister	specI_v3_07666
1262872.PRJEB681	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	189330 Dorea	specI_v3_07667
1262873.PRJEB829	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	189330 Dorea	specI_v3_07668
1262876.PRJEB816	2 Bacteria	201174 Actinobacteria	84998 Coriobacteriia	1643822 Eggerthellales	1643826 Eggerthellaceae	84111 Eggerthella	specI_v3_07670
1262877.PRJEB853	2 Bacteria	201174 Actinobacteria	84998 Coriobacteriia	1643822 Eggerthellales	1643826 Eggerthellaceae	84111 Eggerthella	specI_v3_07671
1262878.PRJEB694	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186806 Eubacteriaceae	1730 Eubacterium	specI_v3_07672
1262880.PRJEB728	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186806 Eubacteriaceae	1730 Eubacterium	specI_v3_07673
1262881.PRJEB732	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186806 Eubacteriaceae	1730 Eubacterium	specI_v3_07674
1262882.PRJEB743	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186806 Eubacteriaceae	1730 Eubacterium	specI_v3_07675
1262883.PRJEB749	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186806 Eubacteriaceae	1730 Eubacterium	specI_v3_07676
1262884.PRJEB755	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186806 Eubacteriaceae	1730 Eubacterium	specI_v3_07677
1262886.PRJEB787	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186806 Eubacteriaceae	1730 Eubacterium	specI_v3_03634
1262888.PRJEB806	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186806 Eubacteriaceae	1730 Eubacterium	specI_v3_07678
1262889.PRJEB858	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186806 Eubacteriaceae	1730 Eubacterium	specI_v3_07679
1262890.PRJEB944	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186806 Eubacteriaceae	1730 Eubacterium	specI_v3_07680
1262893.PRJEB1006	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186806 Eubacteriaceae	1730 Eubacterium	specI_v3_07681
1262894.PRJEB1021	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186806 Eubacteriaceae	1730 Eubacterium	specI_v3_07682
1262896.PRJEB692	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	216851 Faecalibacterium	specI_v3_07683
1262899.PRJEB881	2 Bacteria	32066 Fusobacteria	203490 Fusobacteriia	203491 Fusobacteriales	203492 Fusobacteriaceae	848 Fusobacterium	specI_v3_07684
1262901.PRJEB1015	2 Bacteria	32066 Fusobacteria	203490 Fusobacteriia	203491 Fusobacteriales	203492 Fusobacteriaceae	848 Fusobacterium	specI_v3_02371
1262904.PRJEB896	2 Bacteria	544448 Tenericutes	31969 Mollicutes	2085 Mycoplasmatales	2092 Mycoplasmataceae	2093 Mycoplasma	specI_v3_07685
1262905.PRJEB959	2 Bacteria	544448 Tenericutes	31969 Mollicutes	2085 Mycoplasmatales	2092 Mycoplasmataceae	2093 Mycoplasma	specI_v3_07686
1262906.PRJEB1002	2 Bacteria	544448 Tenericutes	31969 Mollicutes	2085 Mycoplasmatales	2092 Mycoplasmataceae	2093 Mycoplasma	specI_v3_07687
1262907.PRJEB1025	2 Bacteria	544448 Tenericutes	31969 Mollicutes	2085 Mycoplasmatales	2092 Mycoplasmataceae	2093 Mycoplasma	specI_v3_07688
1262908.PRJEB1041	2 Bacteria	544448 Tenericutes	31969 Mollicutes	2085 Mycoplasmatales	2092 Mycoplasmataceae	2093 Mycoplasma	specI_v3_07689
1262911.PRJEB781	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	216572 Oscillospiraceae	459786 Oscillibacter	specI_v3_03638
1262913.PRJEB870	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	2005525 Tannerellaceae	375288 Parabacteroides	specI_v3_07690
1262914.PRJEB757	2 Bacteria	1239 Firmicutes	909932 Negativicutes	1843488 Acidaminococcales	909930 Acidaminococcaceae	33024 Phascolarctobacterium	specI_v3_03641
1262915.PRJEB798	2 Bacteria	1239 Firmicutes	909932 Negativicutes	1843488 Acidaminococcales	909930 Acidaminococcaceae	33024 Phascolarctobacterium	specI_v3_07691
1262917.PRJEB680	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	specI_v3_03642
1262918.PRJEB682	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	specI_v3_07692
1262919.PRJEB689	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	specI_v3_07693
1262921.PRJEB697	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	specI_v3_07694
1262922.PRJEB711	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	specI_v3_07695
1262925.PRJEB861	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	specI_v3_07696
1262926.PRJEB897	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	specI_v3_07697
1262927.PRJEB901	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	specI_v3_07698
1262929.PRJEB915	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	specI_v3_00718
1262933.PRJEB960	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	specI_v3_07699
1262935.PRJEB997	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	specI_v3_07700
1262938.PRJEB1036	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	specI_v3_07702
1262942.PRJEB744	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	841 Roseburia	specI_v3_07703
1262944.PRJEB820	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	841 Roseburia	specI_v3_07704
1262945.PRJEB824	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	841 Roseburia	specI_v3_07705
1262946.PRJEB859	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	841 Roseburia	specI_v3_03609
1262948.PRJEB895	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	841 Roseburia	specI_v3_03598
1262952.PRJEB741	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1263 Ruminococcus	specI_v3_07706
1262953.PRJEB790	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1263 Ruminococcus	specI_v3_07707
1262954.PRJEB835	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1263 Ruminococcus	specI_v3_07708
1262957.PRJEB860	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1263 Ruminococcus	specI_v3_07709
1262958.PRJEB869	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1263 Ruminococcus	specI_v3_07710
1262959.PRJEB904	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1263 Ruminococcus	specI_v3_03653
1262961.PRJEB934	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1263 Ruminococcus	specI_v3_03654
1262963.PRJEB942	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1263 Ruminococcus	specI_v3_07711
1262965.PRJEB963	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1263 Ruminococcus	specI_v3_07712
1262966.PRJEB990	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1263 Ruminococcus	specI_v3_07713
1262969.PRJEB833	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	90964 Staphylococcaceae	1279 Staphylococcus	specI_v3_07714
1262970.PRJEB827	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	292632 Subdoligranulum	specI_v3_07715
1262974.PRJEB1003	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135624 Aeromonadales	83763 Succinivibrionaceae	674963 Succinatimonas	specI_v3_03663
1262975.PRJEB844	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	995019 Sutterellaceae	40544 Sutterella	specI_v3_03664
1262977.PRJEB916	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	995019 Sutterellaceae	40544 Sutterella	specI_v3_07716
1262987.PRJEB906	2 Bacteria	1224 Proteobacteria	NA Proteobacteria class incertae sedis	NA Proteobacteria order incertae sedis	NA Proteobacteria fam. incertae sedis	NA Proteobacteria gen. incertae sedis	specI_v3_07717
1262988.PRJEB1040	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_07718
1262990.PRJEB1028	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_07720
1262992.PRJEB1019	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_07721
1262993.PRJEB1009	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_07722
1262994.PRJEB973	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_02379
1262995.PRJEB971	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_07723
1262996.PRJEB966	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_07724
1262997.PRJEB945	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_07725
1262998.PRJEB677	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_07726
1263001.PRJEB693	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_07728
1263005.PRJEB721	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_07732
1263010.PRJEB770	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_07734
1263015.PRJEB804	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_07736
1263017.PRJEB826	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_07737
1263019.PRJEB838	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_07738
1263020.PRJEB841	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_07739
1263023.PRJEB885	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_07740
1263024.PRJEB889	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_07741
1263027.PRJEB923	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_07743
1263029.PRJEB928	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_00862
1263030.PRJEB929	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_07745
1263032.PRJEB1017	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	specI_v3_07746
1263103.PRJEB965	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	specI_v3_00717
1263625.SAMN03266144	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	85023 Microbacteriaceae	33882 Microbacterium	specI_v3_07747
1263831.SAMN03081510	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135625 Pasteurellales	712 Pasteurellaceae	476528 Bibersteinia	specI_v3_02867
1263868.SAMN02261080	2 Bacteria	203682 Planctomycetes	203683 Planctomycetia	112 Planctomycetales	126 Planctomycetaceae	265488 Rhodopirellula	specI_v3_03705
1264579.SAMD00019895	2157 Archaea	28890 Euryarchaeota	183963 Halobacteria	2235 Halobacteriales	1963270 Halococcaceae	2249 Halococcus	specI_v3_07748
1265.SAMN02910280	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1263 Ruminococcus	specI_v3_03713
1265309.SAMN02471033	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	1649279 Epibacterium	specI_v3_03717
1265313.SAMN03076238	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	1706369 Cellvibrionales	1706372 Halieaceae	1341120 Pseudohaliea	specI_v3_07750
1265350.SAMN02937542	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	91347 Enterobacterales	1903409 Erwiniaceae	32199 Buchnera	specI_v3_07751
1265495.SAMN02441664	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135613 Chromatiales	72276 Ectothiorhodospiraceae	106633 Thioalkalivibrio	specI_v3_02776
1265503.SAMN02440473	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135622 Alteromonadales	267889 Colwelliaceae	28228 Colwellia	specI_v3_03728
1265504.SAMN02440482	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	80864 Comamonadaceae	281915 Curvibacter	specI_v3_00444
1265505.SAMN02440566	2 Bacteria	1224 Proteobacteria	28221 Deltaproteobacteria	213118 Desulfobacterales	213119 Desulfobacteraceae	53328 Desulfospira	specI_v3_07752
1265507.SAMN02440994	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135624 Aeromonadales	83763 Succinivibrionaceae	83768 Succinimonas	specI_v3_07753
1265756.SAMN02440781	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	54526 Pelagibacterales	1655514 Pelagibacteraceae	198251 Candidatus Pelagibacter	specI_v3_07755
1265817.SAMN02671245	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186820 Listeriaceae	1637 Listeria	specI_v3_07756
1265818.SAMN02671244	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186820 Listeriaceae	1637 Listeria	specI_v3_07757
1265819.SAMN02671247	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186820 Listeriaceae	1637 Listeria	specI_v3_03734
1265820.SAMN02671246	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186820 Listeriaceae	1637 Listeria	specI_v3_03732
1265845.SAMN02671251	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186820 Listeriaceae	1637 Listeria	specI_v3_03735
